city,date,max_temp_c,min_temp_c,avg_temp_c,max_wind_kph,total_precip_mm,total_snow_cm,avg_humidity,uv,chance_of_rain,chance_of_snow,condition,yd_condition,visibility_km,sunrise,sunset,pressure_mb,pressure_diff_mb
Valdivia,2021-10-07,18.8,2.4,10.0,10.5,0.0,0.0,75,5.7,0,0,Nublado,Nublado,8.8,07:18 AM,08:05 PM,1016.04,5.0
Valdivia,2021-10-08,16.3,4.2,9.9,9.1,0.0,0.0,77,5.8,0,0,Nublado,Nublado,6.4,07:16 AM,08:06 PM,1019.0,4.0
Valdivia,2021-10-09,22.3,3.6,12.2,10.2,0.0,0.0,74,5.9,0,0,Soleado,Nublado,7.0,07:14 AM,08:07 PM,1016.67,8.0
Valdivia,2021-10-10,15.6,7.1,10.6,10.8,0.3,0.0,81,3.2,100,0,Lluvia,Soleado,5.2,07:13 AM,08:08 PM,1021.17,5.0
Valdivia,2021-10-11,19.3,4.6,11.3,12.7,0.0,0.0,77,0.9,0,0,Nublado,Lluvia,6.7,07:11 AM,08:09 PM,1017.38,8.0
Valdivia,2021-10-12,17.9,5.6,11.5,13.4,0.0,0.0,81,5.8,0,0,Nublado,Nublado,6.1,07:10 AM,08:10 PM,1017.58,5.0
Valdivia,2021-10-13,11.6,6.1,9.4,28.8,27.9,0.0,97,1.0,100,0,Lluvia,Nublado,5.5,07:08 AM,08:11 PM,1014.29,10.0
Valdivia,2021-10-14,12.5,4.6,7.8,16.9,2.6,0.0,79,5.4,100,0,Lluvia,Lluvia,8.2,07:07 AM,08:12 PM,1021.79,16.0
Valdivia,2021-10-15,13.6,2.7,7.9,13.3,1.4,0.0,78,5.8,100,0,Lluvia,Lluvia,6.8,07:05 AM,08:13 PM,1027.38,3.0
Valdivia,2021-10-16,14.3,5.8,9.8,14.0,1.7,0.0,80,4.5,100,0,Lluvia,Lluvia,7.2,07:04 AM,08:14 PM,1027.04,2.0
Valdivia,2021-10-17,17.4,5.3,10.8,13.4,0.0,0.0,74,6.8,0,0,Nublado,Lluvia,6.8,07:02 AM,08:15 PM,1026.62,3.0
Valdivia,2021-10-18,20.5,3.8,11.5,15.7,0.0,0.0,73,6.8,0,0,Nublado,Nublado,7.4,07:01 AM,08:16 PM,1021.92,8.0
Valdivia,2021-10-19,23.9,7.4,14.4,10.2,0.0,0.0,81,5.2,0,0,Nublado,Nublado,5.2,06:59 AM,08:17 PM,1016.33,8.0
Valdivia,2021-10-20,16.3,9.0,12.6,13.1,0.3,0.0,81,4.6,100,0,Lluvia,Nublado,6.2,06:58 AM,08:18 PM,1018.29,7.0
Valdivia,2021-10-21,15.3,7.7,11.1,15.8,2.1,0.0,76,5.1,100,0,Lluvia,Lluvia,7.2,06:56 AM,08:19 PM,1022.58,2.0
Valdivia,2021-10-22,15.9,4.8,9.5,17.7,1.6,0.0,74,4.5,100,0,Lluvia,Lluvia,7.5,06:55 AM,08:20 PM,1022.04,5.0
Valdivia,2021-10-23,14.1,5.1,9.5,14.7,2.5,0.0,79,2.8,100,0,Lluvia,Lluvia,7.3,06:53 AM,08:21 PM,1024.0,4.0
Valdivia,2021-10-24,13.3,8.1,10.5,15.0,1.8,0.0,96,1.1,100,0,Lluvia,Lluvia,2.9,06:52 AM,08:22 PM,1021.62,4.0
Valdivia,2021-10-25,16.0,9.1,12.1,14.3,1.3,0.0,83,3.7,100,0,Lluvia,Lluvia,6.6,06:51 AM,08:24 PM,1020.42,3.0
Valdivia,2021-10-26,18.1,8.2,12.5,11.9,0.7,0.0,78,6.6,100,0,Lluvia,Lluvia,5.4,06:49 AM,08:25 PM,1020.29,2.0
Valdivia,2021-10-27,20.0,5.7,12.0,13.2,0.0,0.0,76,4.7,0,0,Nublado,Lluvia,5.0,06:48 AM,08:26 PM,1019.96,4.0
Valdivia,2021-10-28,21.6,7.5,13.5,12.8,0.0,0.0,73,8.0,0,0,Nublado,Nublado,6.7,06:47 AM,08:27 PM,1020.5,4.0
Valdivia,2021-10-29,18.9,7.3,12.9,15.6,0.0,0.0,76,7.9,0,0,Soleado,Nublado,6.4,06:45 AM,08:28 PM,1020.0,3.0
Valdivia,2021-10-30,21.6,6.3,13.2,15.8,0.0,0.0,66,8.2,0,0,Nublado,Soleado,9.3,06:44 AM,08:29 PM,1018.58,8.0
Valdivia,2021-10-31,24.6,7.3,14.8,12.8,0.0,0.0,66,8.1,0,0,Nublado,Nublado,8.6,06:43 AM,08:30 PM,1014.17,5.0
Valdivia,2021-11-01,18.3,8.1,12.4,13.1,0.0,0.0,78,3.9,0,0,Nublado,Nublado,5.7,06:42 AM,08:32 PM,1017.46,4.0
Valdivia,2021-11-02,17.6,8.5,12.5,9.7,0.0,0.0,81,4.6,0,0,Nublado,Nublado,5.0,06:41 AM,08:33 PM,1016.83,6.0
Valdivia,2021-11-03,12.5,8.2,10.8,20.3,18.2,0.0,94,1.6,100,0,Lluvia,Nublado,6.5,06:39 AM,08:34 PM,1013.92,11.0
Valdivia,2021-11-04,15.2,5.2,9.7,14.9,1.4,0.0,76,6.2,100,0,Lluvia,Lluvia,8.4,06:38 AM,08:35 PM,1024.58,10.0
Valdivia,2021-11-05,22.2,4.7,12.7,16.6,0.0,0.0,67,8.7,0,0,Nublado,Lluvia,7.8,06:37 AM,08:36 PM,1022.88,11.0
Valdivia,2021-11-06,21.0,6.8,13.1,14.0,0.0,0.0,73,8.9,0,0,Nublado,Nublado,7.3,06:36 AM,08:37 PM,1018.71,3.0
Valdivia,2021-11-07,18.9,7.9,12.7,11.9,0.0,0.0,78,5.8,0,0,Nublado,Nublado,5.0,06:35 AM,08:39 PM,1020.42,3.0
Valdivia,2021-11-08,22.4,9.8,15.1,13.3,0.3,0.0,76,8.6,100,0,Lluvia,Nublado,6.7,06:34 AM,08:40 PM,1019.04,5.0
Valdivia,2021-11-09,20.5,9.0,13.6,14.6,0.0,0.0,73,9.2,0,0,Soleado,Lluvia,8.3,06:33 AM,08:41 PM,1015.5,4.0
Valdivia,2021-11-10,19.0,7.9,13.1,11.4,0.1,0.0,76,7.3,100,0,Lluvia,Soleado,6.3,06:32 AM,08:42 PM,1019.21,3.0
Valdivia,2021-11-11,19.6,8.5,13.2,11.4,0.0,0.0,79,7.6,0,0,Nublado,Lluvia,8.0,06:31 AM,08:43 PM,1017.38,3.0
Valdivia,2021-11-12,18.0,9.4,13.3,16.7,1.3,0.0,79,4.9,100,0,Lluvia,Nublado,8.3,06:30 AM,08:44 PM,1016.71,3.0
Valdivia,2021-11-13,13.4,8.2,10.7,18.6,3.3,0.0,90,1.9,100,0,Lluvia,Lluvia,6.9,06:29 AM,08:46 PM,1020.62,8.0
Valdivia,2021-11-14,13.4,7.7,10.2,17.5,7.0,0.0,89,1.4,100,0,Lluvia,Lluvia,7.1,06:28 AM,08:47 PM,1017.54,10.0
Valdivia,2021-11-15,15.1,6.5,10.5,19.7,5.6,0.0,74,5.3,100,0,Lluvia,Lluvia,9.9,06:27 AM,08:48 PM,1020.04,15.0
Valdivia,2021-11-16,21.5,3.7,12.5,16.7,0.0,0.0,53,9.4,0,0,Nublado,Lluvia,8.8,06:27 AM,08:49 PM,1024.04,10.0
Valdivia,2021-11-17,19.8,6.0,12.4,18.1,0.3,0.0,66,9.8,100,0,Nublado,Nublado,10.0,06:26 AM,08:50 PM,1018.92,4.0
Valdivia,2021-11-18,20.0,9.2,13.8,14.8,0.1,0.0,72,9.9,100,0,Lluvia,Nublado,8.7,06:25 AM,08:51 PM,1019.83,3.0
Valdivia,2021-11-19,23.2,8.0,14.9,13.8,0.0,0.0,75,10.0,0,0,Nublado,Lluvia,7.1,06:24 AM,08:53 PM,1017.58,3.0
Valdivia,2021-11-20,22.2,8.2,14.7,14.2,0.0,0.0,74,9.4,0,0,Nublado,Nublado,7.5,06:24 AM,08:54 PM,1018.54,3.0
Valdivia,2021-11-21,20.1,8.5,14.1,16.4,0.0,0.0,79,8.4,0,0,Nublado,Nublado,5.8,06:23 AM,08:55 PM,1017.21,2.0
Valdivia,2021-11-22,22.0,10.6,15.7,14.6,0.2,0.0,69,10.1,100,0,Lluvia,Nublado,7.2,06:23 AM,08:56 PM,1017.71,3.0
Valdivia,2021-11-23,26.0,7.9,16.9,16.8,0.0,0.0,67,10.1,0,0,Nublado,Lluvia,7.5,06:22 AM,08:57 PM,1015.08,5.0
Valdivia,2021-11-24,19.5,10.8,14.9,13.2,0.4,0.0,79,7.0,100,0,Lluvia,Nublado,5.8,06:21 AM,08:58 PM,1016.83,6.0
Valdivia,2021-11-25,17.9,10.1,13.6,13.3,0.1,0.0,77,8.7,100,0,Nublado,Lluvia,7.2,06:21 AM,08:59 PM,1018.83,2.0
Valdivia,2021-11-26,20.3,7.5,13.5,15.3,0.0,0.0,63,9.9,0,0,Soleado,Nublado,10.0,06:20 AM,09:01 PM,1016.96,3.0
Valdivia,2021-11-27,19.4,9.5,13.9,16.8,0.1,0.0,58,9.9,100,0,Lluvia,Soleado,10.0,06:20 AM,09:02 PM,1019.46,7.0
Valdivia,2021-11-28,19.6,6.0,12.7,15.7,0.0,0.0,63,9.8,0,0,Soleado,Lluvia,9.6,06:20 AM,09:03 PM,1021.42,6.0
Valdivia,2021-11-29,20.8,7.4,14.2,16.6,0.0,0.0,71,10.4,0,0,Nublado,Soleado,9.0,06:19 AM,09:04 PM,1017.17,5.0
Valdivia,2021-11-30,21.6,7.4,13.8,15.4,0.0,0.0,67,9.9,0,0,Soleado,Nublado,8.6,06:19 AM,09:05 PM,1015.58,3.0
Valdivia,2021-12-01,17.2,7.4,12.3,13.0,0.2,0.0,79,4.7,100,0,Lluvia,Soleado,6.7,06:19 AM,09:06 PM,1016.58,4.0
Valdivia,2021-12-02,20.4,7.1,13.1,17.0,0.0,0.0,59,11.0,0,0,Nublado,Lluvia,9.0,06:18 AM,09:07 PM,1018.75,5.0
Valdivia,2021-12-03,21.3,6.2,13.7,16.3,0.0,0.0,62,11.1,0,0,Nublado,Nublado,10.0,06:18 AM,09:08 PM,1019.67,4.0
Valdivia,2021-12-04,25.9,8.1,16.0,17.4,0.0,0.0,57,11.0,0,0,Nublado,Nublado,7.5,06:18 AM,09:09 PM,1019.75,7.0
Valdivia,2021-12-05,29.4,9.8,18.6,19.4,0.0,0.0,51,10.6,0,0,Soleado,Nublado,10.0,06:18 AM,09:10 PM,1016.21,6.0
Valdivia,2021-12-06,32.2,12.1,19.2,17.7,0.0,0.0,68,10.8,0,0,Nublado,Soleado,8.0,06:18 AM,09:11 PM,1012.33,5.0
Valdivia,2021-12-07,18.5,12.5,15.0,8.9,26.35,0.0,87,4.1,100,0,Lluvia,Nublado,8.1,06:18 AM,09:12 PM,1015.88,7.0
Valdivia,2021-12-08,28.0,10.8,18.4,16.7,0.0,0.0,63,10.1,0,0,Nublado,Lluvia,8.2,06:18 AM,09:12 PM,1017.25,6.0
Valdivia,2021-12-09,29.4,13.5,20.3,16.3,0.0,0.0,61,10.6,0,0,Soleado,Nublado,10.0,06:18 AM,09:13 PM,1012.75,6.0
Valdivia,2021-12-10,24.1,10.5,16.5,12.6,0.0,0.0,60,10.7,0,0,Soleado,Soleado,9.6,06:18 AM,09:14 PM,1011.58,3.0
Valdivia,2021-12-11,15.3,10.0,12.7,21.2,9.2,0.0,79,3.0,100,0,Lluvia,Soleado,8.0,06:18 AM,09:15 PM,1013.83,5.0
Valdivia,2021-12-12,15.8,8.0,11.5,14.0,0.8,0.0,82,7.3,100,0,Lluvia,Lluvia,9.9,06:18 AM,09:16 PM,1015.92,6.0
Valdivia,2021-12-13,18.1,8.0,12.7,13.5,0.7,0.0,72,8.8,100,0,Lluvia,Lluvia,7.4,06:18 AM,09:16 PM,1019.33,2.0
Valdivia,2021-12-14,20.2,8.6,13.8,14.9,0.0,0.0,74,11.2,0,0,Nublado,Lluvia,7.1,06:19 AM,09:17 PM,1019.62,3.0
Valdivia,2021-12-15,24.3,8.0,15.5,12.3,0.0,0.0,61,10.7,0,0,Soleado,Nublado,10.0,06:19 AM,09:18 PM,1016.83,5.0
Valdivia,2021-12-16,26.0,8.8,16.7,9.6,0.0,0.0,62,11.0,0,0,Nublado,Soleado,10.0,06:19 AM,09:19 PM,1013.17,4.0
Valdivia,2021-12-17,21.0,10.5,14.9,11.5,0.9,0.0,76,8.7,100,0,Lluvia,Nublado,6.1,06:19 AM,09:19 PM,1016.21,3.0
Valdivia,2021-12-18,24.8,8.5,16.1,14.5,0.0,0.0,75,11.1,0,0,Nublado,Lluvia,5.3,06:20 AM,09:20 PM,1016.17,4.0
Valdivia,2021-12-19,26.1,10.1,17.8,14.7,0.0,0.0,68,11.1,0,0,Nublado,Nublado,6.8,06:20 AM,09:20 PM,1015.04,3.0
Valdivia,2021-12-20,25.0,9.9,17.3,16.7,0.0,0.0,69,10.6,0,0,Soleado,Nublado,9.0,06:21 AM,09:21 PM,1015.08,2.0
Valdivia,2021-12-21,25.4,8.8,17.0,15.5,0.0,0.0,60,10.6,0,0,Soleado,Soleado,10.0,06:21 AM,09:21 PM,1015.96,4.0
Valdivia,2021-12-22,30.0,9.4,18.7,14.1,0.0,0.0,66,10.6,0,0,Soleado,Soleado,9.0,06:22 AM,09:22 PM,1012.96,6.0
Valdivia,2021-12-23,22.0,12.1,16.4,15.0,0.0,0.0,75,10.6,0,0,Soleado,Soleado,8.7,06:22 AM,09:22 PM,1015.92,7.0
Valdivia,2021-12-24,25.6,9.1,17.1,15.6,0.0,0.0,68,11.0,0,0,Nublado,Soleado,6.8,06:23 AM,09:23 PM,1019.21,4.0
Valdivia,2021-12-25,27.9,11.1,19.1,17.4,0.0,0.0,66,11.0,0,0,Nublado,Nublado,7.5,06:23 AM,09:23 PM,1018.62,3.0
Valdivia,2021-12-26,28.7,10.4,19.2,16.2,0.0,0.0,58,10.6,0,0,Soleado,Nublado,7.8,06:24 AM,09:23 PM,1017.17,4.0
Valdivia,2021-12-27,25.7,12.1,18.6,16.1,0.0,0.0,74,10.7,0,0,Nublado,Soleado,7.8,06:25 AM,09:24 PM,1017.71,3.0
Valdivia,2021-12-28,28.6,12.6,19.3,12.9,0.0,0.0,66,11.0,0,0,Nublado,Nublado,7.4,06:25 AM,09:24 PM,1012.83,6.0
Valdivia,2021-12-29,21.4,11.1,15.5,15.3,4.5,0.0,79,5.9,100,0,Lluvia,Nublado,6.4,06:26 AM,09:24 PM,1014.42,7.0
Valdivia,2021-12-30,19.7,9.4,14.2,17.7,0.1,0.0,73,10.9,100,0,Soleado,Lluvia,7.5,06:27 AM,09:24 PM,1019.62,3.0
Valdivia,2021-12-31,18.7,8.5,13.1,22.2,3.6,0.0,82,2.1,100,0,Lluvia,Soleado,6.5,06:28 AM,09:25 PM,1015.33,5.0
Valdivia,2022-01-01,14.8,11.6,13.2,27.3,26.8,0.0,98,1.6,100,0,Lluvia,Lluvia,4.7,06:28 AM,09:25 PM,1010.38,6.0
Valdivia,2022-01-02,17.3,12.5,14.6,24.2,14.8,0.0,99,1.6,100,0,Lluvia,Lluvia,4.0,06:29 AM,09:25 PM,1010.58,6.0
Valdivia,2022-01-03,16.9,13.5,14.7,20.8,11.1,0.0,99,1.6,100,0,Lluvia,Lluvia,3.8,06:30 AM,09:25 PM,1013.33,4.0
Valdivia,2022-01-04,19.9,9.9,14.7,14.1,0.0,0.0,75,5.7,0,0,Nublado,Lluvia,7.3,06:31 AM,09:25 PM,1017.92,3.0
Valdivia,2022-01-05,24.2,7.9,15.7,13.5,0.0,0.0,64,11.4,0,0,Nublado,Nublado,8.8,06:32 AM,09:25 PM,1014.42,6.0
Valdivia,2022-01-06,25.0,10.0,17.3,12.6,0.0,0.0,69,10.8,0,0,Soleado,Nublado,9.0,06:33 AM,09:25 PM,1014.88,3.0
Valdivia,2022-01-07,27.6,10.9,18.9,14.9,0.0,0.0,72,11.2,0,0,Nublado,Soleado,7.5,06:34 AM,09:24 PM,1014.5,4.0
Valdivia,2022-01-08,25.5,11.9,18.1,16.5,0.0,0.0,78,9.8,0,0,Nublado,Nublado,5.9,06:35 AM,09:24 PM,1011.08,3.0
Valdivia,2022-01-09,21.1,13.6,17.5,14.2,0.5,0.0,84,8.2,100,0,Lluvia,Nublado,6.0,06:36 AM,09:24 PM,1015.54,5.0
Valdivia,2022-01-10,23.0,10.6,16.1,13.5,0.0,0.0,73,10.5,0,0,Nublado,Lluvia,6.4,06:37 AM,09:24 PM,1018.38,2.0
Valdivia,2022-01-11,28.0,9.6,18.0,11.9,0.0,0.0,66,10.8,0,0,Soleado,Nublado,6.9,06:38 AM,09:24 PM,1016.17,6.0
Valdivia,2022-01-12,23.9,12.0,17.0,13.4,0.0,0.0,62,10.5,0,0,Soleado,Soleado,9.6,06:39 AM,09:23 PM,1014.21,2.0
Valdivia,2022-01-13,22.0,10.2,15.8,11.5,0.0,0.0,75,8.4,0,0,Nublado,Soleado,6.7,06:40 AM,09:23 PM,1014.46,1.0
Valdivia,2022-01-14,23.2,13.1,17.4,14.1,0.1,0.0,80,6.9,100,0,Lluvia,Nublado,10.0,06:41 AM,09:23 PM,1015.25,3.0
Valdivia,2022-01-15,21.0,11.9,15.9,19.4,0.0,0.0,72,9.1,0,0,Nublado,Lluvia,8.8,06:42 AM,09:22 PM,1016.71,4.0
Valdivia,2022-01-16,16.0,9.2,12.4,19.2,0.9,0.0,67,8.2,100,0,Lluvia,Nublado,10.0,06:43 AM,09:22 PM,1017.25,4.0
Valdivia,2022-01-17,17.9,5.3,11.6,18.9,0.2,0.0,65,10.7,100,0,Nublado,Lluvia,9.0,06:45 AM,09:21 PM,1022.33,4.0
Valdivia,2022-01-18,21.0,6.1,13.4,12.8,0.5,0.0,70,8.4,100,0,Lluvia,Nublado,7.8,06:46 AM,09:21 PM,1019.58,7.0
Valdivia,2022-01-19,20.3,8.9,14.5,14.4,0.6,0.0,76,8.4,100,0,Lluvia,Lluvia,6.1,06:47 AM,09:20 PM,1016.58,2.0
Valdivia,2022-01-20,19.8,8.1,14.0,16.2,0.1,0.0,78,8.0,100,0,Lluvia,Lluvia,5.2,06:48 AM,09:20 PM,1016.62,2.0
Valdivia,2022-01-21,22.1,10.1,15.1,12.7,1.1,0.0,75,7.3,100,0,Lluvia,Lluvia,5.2,06:49 AM,09:19 PM,1013.92,7.0
Valdivia,2022-01-22,18.9,10.9,14.1,18.2,18.95,0.0,79,6.2,100,0,Lluvia,Lluvia,6.7,06:50 AM,09:18 PM,1013.62,8.0
Valdivia,2022-01-23,18.2,10.8,14.3,12.8,3.3,0.0,83,5.0,100,0,Lluvia,Lluvia,7.6,06:52 AM,09:18 PM,1017.96,2.0
Valdivia,2022-01-24,23.1,10.7,16.3,14.0,0.3,0.0,75,9.5,100,0,Lluvia,Lluvia,6.7,06:53 AM,09:17 PM,1015.83,5.0
Valdivia,2022-01-25,25.0,8.9,16.3,12.2,0.0,0.0,69,9.8,0,0,Nublado,Lluvia,7.8,06:54 AM,09:16 PM,1013.5,2.0
Valdivia,2022-01-26,28.2,10.5,18.2,11.9,0.0,0.0,65,9.7,0,0,Soleado,Nublado,9.0,06:55 AM,09:15 PM,1014.79,3.0
Valdivia,2022-01-27,30.0,12.6,20.4,12.8,0.0,0.0,61,9.6,0,0,Soleado,Soleado,10.0,06:56 AM,09:15 PM,1012.75,4.0
Valdivia,2022-01-28,23.7,13.4,17.9,11.5,0.0,0.0,74,10.0,0,0,Nublado,Soleado,6.1,06:58 AM,09:14 PM,1013.21,2.0
Valdivia,2022-01-29,22.7,10.1,15.7,13.3,0.0,0.0,67,9.5,0,0,Soleado,Nublado,6.5,06:59 AM,09:13 PM,1015.04,2.0
Valdivia,2022-01-30,19.9,12.2,15.4,19.0,0.4,0.0,72,9.6,100,0,Lluvia,Soleado,9.0,07:00 AM,09:12 PM,1017.79,6.0
Valdivia,2022-01-31,22.6,7.1,14.5,14.9,0.0,0.0,70,9.3,0,0,Soleado,Lluvia,9.0,07:01 AM,09:11 PM,1018.21,6.0
Valdivia,2022-02-01,24.9,9.3,16.6,14.2,0.0,0.0,73,9.6,0,0,Soleado,Soleado,8.7,07:03 AM,09:10 PM,1014.17,4.0
Valdivia,2022-02-02,26.6,12.3,18.2,10.8,0.0,0.0,75,9.8,0,0,Nublado,Soleado,6.8,07:04 AM,09:09 PM,1014.17,3.0
Valdivia,2022-02-03,26.7,12.4,18.8,15.3,0.6,0.0,68,9.8,100,0,Nublado,Nublado,9.0,07:05 AM,09:08 PM,1015.38,4.0
Valdivia,2022-02-04,23.2,13.9,17.8,17.2,0.2,0.0,73,8.4,100,0,Lluvia,Nublado,7.8,07:06 AM,09:07 PM,1017.62,4.0
Valdivia,2022-02-05,26.8,9.9,17.9,14.8,0.0,0.0,61,9.5,0,0,Nublado,Lluvia,8.8,07:08 AM,09:06 PM,1019.21,6.0
Valdivia,2022-02-06,29.5,11.1,19.3,13.1,0.0,0.0,61,9.2,0,0,Soleado,Nublado,10.0,07:09 AM,09:05 PM,1015.17,6.0
Valdivia,2022-02-07,26.4,12.0,17.9,16.6,0.0,0.0,67,9.1,0,0,Soleado,Soleado,10.0,07:10 AM,09:04 PM,1015.04,4.0
Valdivia,2022-02-08,26.5,12.4,18.6,15.0,0.0,0.0,71,9.1,0,0,Nublado,Soleado,8.0,07:11 AM,09:02 PM,1016.58,4.0
Valdivia,2022-02-09,25.4,10.3,17.6,16.8,0.0,0.0,56,9.0,0,0,Soleado,Nublado,10.0,07:13 AM,09:01 PM,1014.12,6.0
Valdivia,2022-02-10,21.8,10.6,15.9,20.3,0.0,0.0,51,9.0,0,0,Soleado,Soleado,10.0,07:14 AM,09:00 PM,1017.04,7.0
Valdivia,2022-02-11,24.6,7.9,15.8,19.4,0.0,0.0,51,8.8,0,0,Nublado,Soleado,10.0,07:15 AM,08:59 PM,1019.62,5.0
Valdivia,2022-02-12,30.9,10.1,18.9,13.5,0.0,0.0,54,8.7,0,0,Soleado,Nublado,9.0,07:16 AM,08:58 PM,1014.08,10.0
Valdivia,2022-02-13,25.6,12.6,17.7,10.8,0.0,0.0,68,6.5,0,0,Nublado,Soleado,8.3,07:17 AM,08:56 PM,1011.17,4.0
Valdivia,2022-02-14,24.8,11.8,16.6,12.2,0.0,0.0,76,8.8,0,0,Nublado,Nublado,6.9,07:19 AM,08:55 PM,1014.58,3.0
Valdivia,2022-02-15,23.2,9.8,15.7,14.3,0.0,0.0,65,8.4,0,0,Soleado,Nublado,9.6,07:20 AM,08:54 PM,1014.75,4.0
Valdivia,2022-02-16,23.7,10.9,16.8,15.4,0.0,0.0,78,6.8,0,0,Nublado,Soleado,6.7,07:21 AM,08:52 PM,1019.83,3.0
Valdivia,2022-02-17,25.6,9.3,15.9,15.2,0.0,0.0,62,8.2,0,0,Soleado,Nublado,10.0,07:22 AM,08:51 PM,1015.62,7.0
Valdivia,2022-02-18,23.7,8.9,15.6,15.2,0.0,0.0,72,8.1,0,0,Nublado,Soleado,8.7,07:23 AM,08:50 PM,1015.0,3.0
Valdivia,2022-02-19,21.9,11.5,15.5,16.6,1.8,0.0,82,3.7,100,0,Lluvia,Nublado,5.6,07:25 AM,08:48 PM,1016.46,2.0
Valdivia,2022-02-20,23.3,9.8,15.4,15.9,0.2,0.0,73,8.2,100,0,Lluvia,Lluvia,7.8,07:26 AM,08:47 PM,1016.54,3.0
Valdivia,2022-02-21,24.8,11.7,18.0,20.7,0.0,0.0,55,7.8,0,0,Soleado,Lluvia,10.0,07:27 AM,08:46 PM,1015.46,4.0
Valdivia,2022-02-22,26.3,12.2,17.7,13.9,0.8,0.0,66,7.7,100,0,Lluvia,Soleado,9.0,07:28 AM,08:44 PM,1013.67,3.0
Valdivia,2022-02-23,21.0,10.9,15.3,13.7,3.8,0.0,81,3.4,100,0,Lluvia,Lluvia,7.1,07:29 AM,08:43 PM,1013.62,5.0
Valdivia,2022-02-24,21.0,11.9,15.1,16.7,4.1,0.0,85,1.7,100,0,Lluvia,Lluvia,4.8,07:30 AM,08:41 PM,1015.08,4.0
Valdivia,2022-02-25,19.6,12.0,15.5,21.3,1.3,0.0,84,2.7,100,0,Lluvia,Lluvia,6.9,07:31 AM,08:40 PM,1014.54,2.0
Valdivia,2022-02-26,17.5,12.4,14.7,18.0,2.5,0.0,92,1.7,100,0,Lluvia,Lluvia,7.3,07:33 AM,08:38 PM,1015.92,3.0
Valdivia,2022-02-27,18.4,10.9,14.1,14.9,1.8,0.0,80,6.3,100,0,Lluvia,Lluvia,9.3,07:34 AM,08:37 PM,1019.5,5.0
Valdivia,2022-02-28,19.4,9.3,13.8,11.7,0.1,0.0,76,7.3,100,0,Lluvia,Lluvia,6.5,07:35 AM,08:35 PM,1021.33,3.0
Valdivia,2022-03-01,16.9,8.9,13.3,13.9,1.0,0.0,88,2.2,100,0,Lluvia,Lluvia,4.7,07:36 AM,08:34 PM,1018.42,2.0
Valdivia,2022-03-02,24.4,12.3,17.2,13.6,0.0,0.0,81,6.2,0,0,Nublado,Lluvia,5.2,07:37 AM,08:32 PM,1015.33,10.0
Valdivia,2022-03-03,20.8,13.6,16.7,17.8,2.3,0.0,83,1.2,100,0,Lluvia,Nublado,6.7,07:38 AM,08:31 PM,1014.0,6.0
Valdivia,2022-03-04,19.6,10.1,14.2,14.2,0.1,0.0,68,7.1,100,0,Nublado,Lluvia,9.0,07:39 AM,08:29 PM,1019.21,3.0
Valdivia,2022-03-05,19.5,7.5,12.6,9.7,0.1,0.0,73,6.9,100,0,Lluvia,Nublado,8.4,07:40 AM,08:28 PM,1018.75,7.0
Valdivia,2022-03-06,15.2,11.0,12.8,22.4,27.2,0.0,97,1.1,100,0,Lluvia,Lluvia,6.5,07:41 AM,08:26 PM,1011.17,6.0
Valdivia,2022-03-07,17.3,11.1,13.6,11.7,2.6,0.0,86,3.0,100,0,Lluvia,Lluvia,4.2,07:42 AM,08:25 PM,1015.92,3.0
Valdivia,2022-03-08,14.7,8.9,12.2,28.8,12.1,0.0,89,2.3,100,0,Lluvia,Lluvia,9.9,07:44 AM,08:23 PM,1013.62,11.0
Valdivia,2022-03-09,18.4,7.2,11.9,15.0,0.0,0.0,78,6.2,0,0,Soleado,Lluvia,8.0,07:45 AM,08:22 PM,1023.21,3.0
Valdivia,2022-03-10,21.6,7.2,13.8,17.5,0.0,0.0,74,6.3,0,0,Nublado,Soleado,7.5,07:46 AM,08:20 PM,1021.38,6.0
Valdivia,2022-03-11,24.2,9.6,15.9,15.6,0.0,0.0,72,6.2,0,0,Nublado,Nublado,7.5,07:47 AM,08:18 PM,1016.0,6.0
Valdivia,2022-03-12,23.1,9.9,15.5,13.6,0.0,0.0,69,6.1,0,0,Nublado,Nublado,8.8,07:48 AM,08:17 PM,1016.75,4.0
Valdivia,2022-03-13,24.6,10.0,15.4,14.9,0.0,0.0,62,6.0,0,0,Nublado,Nublado,7.8,07:49 AM,08:15 PM,1018.75,4.0
Valdivia,2022-03-14,23.5,8.7,15.4,14.9,0.0,0.0,66,5.6,0,0,Nublado,Nublado,10.0,07:50 AM,08:14 PM,1019.12,4.0
Valdivia,2022-03-15,25.7,10.9,17.0,13.7,0.0,0.0,71,5.4,0,0,Nublado,Nublado,7.5,07:51 AM,08:12 PM,1016.38,5.0
Valdivia,2022-03-16,19.5,9.9,14.3,14.1,3.3,0.0,81,5.6,100,0,Nublado,Nublado,7.5,07:52 AM,08:10 PM,1014.33,2.0
Valdivia,2022-03-17,18.2,8.9,13.0,15.6,0.8,0.0,74,4.4,100,0,Lluvia,Nublado,7.1,07:53 AM,08:09 PM,1019.62,7.0
Valdivia,2022-03-18,19.9,4.6,11.3,13.1,0.0,0.0,63,5.4,0,0,Nublado,Lluvia,8.8,07:54 AM,08:07 PM,1022.08,5.0
